iter	Logloss
529	0.1681778329
530	0.1680904208
531	0.1679988354
532	0.1679203665
533	0.167781847
534	0.1677164628
535	0.1676776831
536	0.1675954561
537	0.1675141
538	0.16727802
539	0.1672014026
540	0.1668871575
541	0.1667382807
542	0.1666799816
543	0.166486751
544	0.1664100112
545	0.1663491647
546	0.1661814637
547	0.1660911847
548	0.1660069518
549	0.1658186659
550	0.1657630175
551	0.1656826558
552	0.1656158063
553	0.1655512651
554	0.1654757205
555	0.1654063512
556	0.1653192359
557	0.1652237792
558	0.1651355098
559	0.1650900338
560	0.1649995469
561	0.1649020972
562	0.1648148587
563	0.1647827178
564	0.1646914107
565	0.1646393378
566	0.1645566234
567	0.1644918216
568	0.16442085
569	0.1643476703
570	0.1642825822
571	0.1641678052
572	0.1640945557
573	0.1640457979
574	0.1639453833
575	0.1638705155
576	0.1637528788
577	0.1636473085
578	0.1636134167
579	0.1635087304
580	0.1634024664
581	0.1633362798
582	0.1632673863
583	0.1631903834
584	0.1630989682
585	0.1630186513
586	0.1629523822
587	0.1628909886
588	0.1627715799
589	0.1627173331
590	0.1626236523
591	0.1625772924
592	0.1625106496
593	0.162430913
594	0.1623225239
595	0.1622810714
596	0.1621878986
597	0.1620458927
598	0.1619710203
599	0.1619053316
600	0.1617902247
601	0.161733967
602	0.1616542871
603	0.1615974049
604	0.1615205283
605	0.1614646702
606	0.1613015504
607	0.1612584134
608	0.1611964463
609	0.1611478281
610	0.161080876
611	0.1610030548
612	0.1609395656
613	0.1608615243
614	0.1607931219
615	0.1607020224
616	0.1606331542
617	0.1605216215
618	0.1604536413
619	0.1601855029
620	0.1601342274
621	0.1600524513
622	0.1599978275
623	0.1599539111
624	0.1598972764
625	0.1598273783
626	0.159711051
627	0.1596102136
628	0.1595425795
629	0.1594152279
630	0.1593791926
631	0.1592953271
632	0.1592342861
633	0.1591433181
634	0.1590593582
635	0.1588950154
636	0.1588302458
637	0.1587647116
638	0.1586849674
639	0.1586179435
640	0.15853846
641	0.158442453
642	0.1582622837
643	0.1582016215
644	0.1581485523
645	0.1581095135
646	0.1580626343
647	0.1578690395
648	0.1577899424
649	0.1577419156
650	0.1576939959
651	0.1576495077
652	0.1575835607
653	0.1574664419
654	0.1574114032
655	0.1573162388
656	0.1571798138
657	0.1570545341
658	0.1570010577
659	0.1569148072
660	0.1568008704
661	0.1567666784
662	0.1567158464
663	0.1566377666
664	0.1566155181
665	0.1565636728
666	0.1565013274
667	0.1564282157
668	0.1563708976
669	0.1563445874
670	0.1562966602
671	0.1562797977
672	0.1562011231
673	0.1561438319
674	0.1560791129
675	0.1560097786
676	0.1559551531
677	0.1558778404
678	0.1557963479
679	0.1557152729
680	0.1556568263
681	0.1555847577
682	0.1555216346
683	0.1554511714
684	0.1554082102
685	0.1553450855
686	0.1553197333
687	0.1552686016
688	0.1551977157
689	0.1551535429
690	0.155079299
691	0.1550209404
692	0.1549649146
693	0.1549157841
694	0.1548391689
695	0.1547647383
696	0.1547463939
697	0.1547245545
698	0.1546351144
699	0.1545999501
700	0.1545412358
701	0.1544964191
702	0.1544350687
703	0.1543426658
704	0.1542914481
705	0.1542268366
706	0.1541776074
707	0.154095021
708	0.1540583062
709	0.1540055817
710	0.1539556679
711	0.1538619089
712	0.1537878924
713	0.1537303436
714	0.1536706284
715	0.1536119004
716	0.1535707381
717	0.1535316668
718	0.1534803549
719	0.1534146901
720	0.15332102
721	0.1532080981
722	0.1531354955
723	0.1530709477
724	0.1530112078
725	0.1529727134
726	0.1529117053
727	0.1528471705
728	0.1528256057
729	0.1527473412
730	0.1527142738
731	0.152649663
732	0.1525705521
733	0.1524853894
734	0.1524243449
735	0.1523167922
736	0.1522402403
737	0.1521924345
738	0.1521573696
739	0.1520838478
740	0.1520446975
741	0.1519743756
742	0.1519236473
743	0.1518630036
744	0.1517190203
745	0.1516573133
746	0.1516270597
747	0.1515716421
748	0.1515285319
749	0.151473179
750	0.1514348264
751	0.1513762481
752	0.1512405289
753	0.1511723421
754	0.1511541341
755	0.1511077843
756	0.1510489872
757	0.1509723017
758	0.1509311033
759	0.1508562749
760	0.1507989991
761	0.1507224279
762	0.1506854213
763	0.1506442715
764	0.1506095896
765	0.1505618531
766	0.1503573058
767	0.1502986142
768	0.1502444162
769	0.1501938314
770	0.1501100888
771	0.1500485609
772	0.1500002753
773	0.149956637
774	0.1498935565
775	0.1498376554
776	0.149774606
777	0.1497277843
778	0.1496751609
779	0.149587507
780	0.1495301406
781	0.1494579485
782	0.1494090883
783	0.1493592282
784	0.1492967677
785	0.1491403925
786	0.1490361268
787	0.1489459804
788	0.1488909602
789	0.1488282126
790	0.1487119215
791	0.1486446814
792	0.1486001091
793	0.1485512569
794	0.1484771123
795	0.148405058
796	0.1483609651
797	0.1483121056
798	0.1482784393
799	0.148233216
800	0.148193488
801	0.1481381793
802	0.1480993857
803	0.1480468232
804	0.1480055384
805	0.1479512874
806	0.1478942695
807	0.1478415418
808	0.147765674
809	0.1475692393
810	0.1475402868
811	0.1474646758
812	0.1474022236
813	0.1473625284
814	0.1472714421
815	0.1471958614
816	0.1471484204
817	0.1470121662
818	0.1469256321
819	0.1468793976
820	0.1468370744
821	0.1467645496
822	0.1467128907
823	0.1466574307
824	0.1465403448
825	0.1465015934
826	0.1464570889
827	0.14642898
828	0.1463877479
829	0.1463402114
830	0.1462939464
831	0.1462461295
832	0.1461851401
833	0.1461046241
834	0.1460800377
835	0.1460137446
836	0.1459441876
837	0.1458556993
838	0.1457913554
839	0.1457396591
840	0.1456907104
841	0.1456342837
842	0.1455566303
843	0.1454946765
844	0.1454538523
845	0.1453595492
846	0.1452981462
847	0.1452486121
848	0.145192762
849	0.1451287877
850	0.1450715351
851	0.1450001973
852	0.1448970112
853	0.1448415921
854	0.1447922974
855	0.1447445521
856	0.1447085652
857	0.1446569072
858	0.1445914129
859	0.1445454728
860	0.1445077872
861	0.1444355374
862	0.1443717347
863	0.1443226783
864	0.1442426973
865	0.1441805411
866	0.1441366911
867	0.1440818809
868	0.1440044575
869	0.1439689124
870	0.1439169189
871	0.1438864425
872	0.1438460269
873	0.1438139752
874	0.1437744413
875	0.1437292746
876	0.1436639419
877	0.1435256062
878	0.1434853564
879	0.1434556753
880	0.1434073169
881	0.143354094
882	0.1433267645
883	0.1432572956
884	0.1432017844
885	0.1431397228
886	0.1431012976
887	0.1430269299
888	0.1429552099
889	0.1429172235
890	0.1428709443
891	0.1427771298
892	0.1427371396
893	0.1426753999
894	0.14261537
895	0.1425525151
896	0.1424997066
897	0.1424469671
898	0.1423996807
899	0.1423624854
900	0.1422971966
901	0.1422670416
902	0.1422325921
903	0.1421073246
904	0.1420534404
905	0.1420007423
906	0.1419526011
907	0.1419285675
908	0.1418627824
909	0.1418029484
910	0.1417666025
911	0.1417220265
912	0.1416545768
913	0.1416220833
914	0.1415855823
915	0.141437015
916	0.1413843546
917	0.1412451444
918	0.1411664535
919	0.141100713
920	0.141073284
921	0.1410208071
922	0.1409303897
923	0.1408905701
924	0.1408192698
925	0.1407876343
926	0.1407468333
927	0.1406894538
928	0.1406476209
929	0.1405877231
930	0.1405611518
931	0.1404822346
932	0.1404440912
933	0.1403863847
934	0.1403517449
935	0.1403128257
936	0.140292036
937	0.1402265415
938	0.1401685589
939	0.1400917483
940	0.1400334758
941	0.1399893205
942	0.1399491642
943	0.1398673754
944	0.1398170396
945	0.1397704628
946	0.1397123632
947	0.1396504161
948	0.1396046174
949	0.1395488552
950	0.1394199959
951	0.1393522274
952	0.1392888966
953	0.1392379477
954	0.1391957227
955	0.1390903315
956	0.1390550242
957	0.138985379
958	0.1389550183
959	0.1389011128
960	0.1388298397
961	0.13876568
962	0.1387140907
963	0.1386704531
964	0.138610094
965	0.1385482828
966	0.1385192844
967	0.1384657522
968	0.1383937007
969	0.13832498
970	0.1382861468
971	0.1382309656
972	0.1381698526
973	0.1381360243
974	0.1380936355
975	0.1380640902
976	0.1380206974
977	0.1379467403
978	0.1379011729
979	0.1378354576
980	0.1377839903
981	0.1377296336
982	0.1376303189
983	0.137554143
984	0.1375021512
985	0.1374668825
986	0.1374314181
987	0.1373780209
988	0.1373220306
989	0.1372610578
990	0.1372178352
991	0.1371187466
992	0.1370658471
993	0.1369716019
994	0.1369304139
995	0.1368839285
996	0.1368271854
997	0.1367906675
998	0.136748268
999	0.1366795701
